event_id,voice_id,role,parent_event_id,source_index,source_label,symbol,onset_quarter,duration_quarter,midi,pitch_class,velocity,pan,timbre,expected_pc,row_position,row_form,status,mapping_rule,codec_block,is_codec_carrier,gate_ratio,articulation,cc1_modulation,cc10_pan,cc74_brightness,cc91_reverb,cc93_chorus,brightness,reverb_mix,spatial_width,hydropathy,charge,contact_degree,value,uncertainty,relative_sasa,surface_wetness,backbone_rigidity,b_factor_normalized,sidechain_mass_normalized
82,V1_melody,foreground_melody,,288,188946417,METHYLATION_BETA,28.25,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0275,0.0,0.5,0.0275,0.0,0.0,0.0,0.0,0.0,0.0
83,V2_counterpoint,derived_counterpoint,81,280,182911870,METHYLATION_BETA,28.25,0.75,77,5,48,0.25,violin,5,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.0315,0.0,0.5,0.0315,0.0,0.0,0.0,0.0,0.0,0.0
84,V1_melody,foreground_melody,,296,2789568,METHYLATION_BETA,28.75,0.75,63,3,64,-0.12,viola,3,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.2486,0.0,0.5,0.2486,0.0,0.0,0.0,0.0,0.0,0.0
85,V2_counterpoint,derived_counterpoint,84,296,2789568,METHYLATION_BETA,29.25,1.0,72,0,52,0.25,violin,0,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.2486,0.0,0.5,0.2486,0.0,0.0,0.0,0.0,0.0,0.0
86,V1_melody,foreground_melody,,304,26101410,METHYLATION_BETA,29.5,1.25,60,0,76,-0.12,viola,0,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.9343,0.0,0.5,0.9343,0.0,0.0,0.0,0.0,0.0,0.0
87,V6_harp_accents,structural_accent,86,304,26101410,METHYLATION_BETA,29.5,0.25,72,0,71,0.08,orchestral_harp,0,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,69,,,,0.72,0.15,0.3,0.9343,0.0,0.5,0.9343,0.0,0.0,0.0,0.0,0.0,0.0
88,V6_harp_accents,structural_accent,86,304,26101410,METHYLATION_BETA,29.75,0.25,75,3,66,0.26,orchestral_harp,3,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,80,,,,0.72,0.15,0.3,0.9343,0.0,0.5,0.9343,0.0,0.0,0.0,0.0,0.0,0.0
89,V6_harp_accents,structural_accent,86,304,26101410,METHYLATION_BETA,30.0,0.25,79,7,61,0.44,orchestral_harp,7,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,91,,,,0.72,0.15,0.3,0.9343,0.0,0.5,0.9343,0.0,0.0,0.0,0.0,0.0,0.0
90,V1_melody,foreground_melody,,312,55686964,METHYLATION_BETA,30.75,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0196,0.0,0.5,0.0196,0.0,0.0,0.0,0.0,0.0,0.0
91,V1_melody,foreground_melody,,320,74825257,METHYLATION_BETA,31.25,0.75,67,7,67,-0.12,viola,7,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.42,0.0,0.5,0.42,0.0,0.0,0.0,0.0,0.0,0.0
92,V2_counterpoint,derived_counterpoint,90,312,55686964,METHYLATION_BETA,31.25,0.75,70,10,48,0.25,violin,10,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.0196,0.0,0.5,0.0196,0.0,0.0,0.0,0.0,0.0,0.0
93,V3_bass,structural_bass,91,320,74825257,METHYLATION_BETA,31.25,6.5,45,9,51,-0.18,cello,9,,,retained,序列/样本分组边界→持续低音；组值决定主音或属音,,False,0.9,normal,,52,,,,0.72,0.15,0.3,0.42,0.0,0.5,0.42,0.0,0.0,0.0,0.0,0.0,0.0
94,V1_melody,foreground_melody,,328,82171290,METHYLATION_BETA,32.0,0.75,63,3,64,-0.12,viola,3,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.2296,0.0,0.5,0.2296,0.0,0.0,0.0,0.0,0.0,0.0
95,V2_counterpoint,derived_counterpoint,94,328,82171290,METHYLATION_BETA,32.5,1.0,67,7,52,0.25,violin,7,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.2296,0.0,0.5,0.2296,0.0,0.0,0.0,0.0,0.0,0.0
96,V1_melody,foreground_melody,,336,89147508,METHYLATION_BETA,32.75,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0547,0.0,0.5,0.0547,0.0,0.0,0.0,0.0,0.0,0.0
97,V1_melody,foreground_melody,,344,111053086,METHYLATION_BETA,33.25,1.25,60,0,76,-0.12,viola,0,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.9366,0.0,0.5,0.9366,0.0,0.0,0.0,0.0,0.0,0.0
98,V6_harp_accents,structural_accent,97,344,111053086,METHYLATION_BETA,33.25,0.25,72,0,71,0.08,orchestral_harp,0,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,69,,,,0.72,0.15,0.3,0.9366,0.0,0.5,0.9366,0.0,0.0,0.0,0.0,0.0,0.0
99,V6_harp_accents,structural_accent,97,344,111053086,METHYLATION_BETA,33.5,0.25,75,3,66,0.26,orchestral_harp,3,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,80,,,,0.72,0.15,0.3,0.9366,0.0,0.5,0.9366,0.0,0.0,0.0,0.0,0.0,0.0
100,V2_counterpoint,derived_counterpoint,97,344,111053086,METHYLATION_BETA,33.75,1.5,75,3,64,0.25,violin,3,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.9366,0.0,0.5,0.9366,0.0,0.0,0.0,0.0,0.0,0.0
101,V6_harp_accents,structural_accent,97,344,111053086,METHYLATION_BETA,33.75,0.25,79,7,61,0.44,orchestral_harp,7,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,91,,,,0.72,0.15,0.3,0.9366,0.0,0.5,0.9366,0.0,0.0,0.0,0.0,0.0,0.0
102,V1_melody,foreground_melody,,352,145786045,METHYLATION_BETA,34.5,0.5,63,3,62,-0.12,viola,3,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.1439,0.0,0.5,0.1439,0.0,0.0,0.0,0.0,0.0,0.0
103,V1_melody,foreground_melody,,360,33927829,METHYLATION_BETA,35.0,0.75,65,5,65,-0.12,viola,5,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.2967,0.0,0.5,0.2967,0.0,0.0,0.0,0.0,0.0,0.0
104,V2_counterpoint,derived_counterpoint,103,360,33927829,METHYLATION_BETA,35.5,1.0,74,2,53,0.25,violin,2,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.2967,0.0,0.5,0.2967,0.0,0.0,0.0,0.0,0.0,0.0
105,V1_melody,foreground_melody,,368,52321134,METHYLATION_BETA,35.75,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0474,0.0,0.5,0.0474,0.0,0.0,0.0,0.0,0.0,0.0
106,V1_melody,foreground_melody,,376,79986053,METHYLATION_BETA,36.25,1.25,60,0,77,-0.12,viola,0,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.9525,0.0,0.5,0.9525,0.0,0.0,0.0,0.0,0.0,0.0
107,V6_harp_accents,structural_accent,106,376,79986053,METHYLATION_BETA,36.25,0.25,72,0,72,0.08,orchestral_harp,0,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,69,,,,0.72,0.15,0.3,0.9525,0.0,0.5,0.9525,0.0,0.0,0.0,0.0,0.0,0.0
108,V6_harp_accents,structural_accent,106,376,79986053,METHYLATION_BETA,36.5,0.25,75,3,67,0.26,orchestral_harp,3,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,80,,,,0.72,0.15,0.3,0.9525,0.0,0.5,0.9525,0.0,0.0,0.0,0.0,0.0,0.0
109,V2_counterpoint,derived_counterpoint,106,376,79986053,METHYLATION_BETA,36.75,1.5,75,3,65,0.25,violin,3,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.9525,0.0,0.5,0.9525,0.0,0.0,0.0,0.0,0.0,0.0
110,V6_harp_accents,structural_accent,106,376,79986053,METHYLATION_BETA,36.75,0.25,79,7,62,0.44,orchestral_harp,7,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,91,,,,0.72,0.15,0.3,0.9525,0.0,0.5,0.9525,0.0,0.0,0.0,0.0,0.0,0.0
111,V1_melody,foreground_melody,,384,112101600,METHYLATION_BETA,37.75,0.75,63,3,64,-0.12,viola,3,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.2239,0.0,0.5,0.2239,0.0,0.0,0.0,0.0,0.0,0.0
112,V3_bass,structural_bass,111,384,112101600,METHYLATION_BETA,37.75,7.25,50,2,48,-0.18,cello,2,,,retained,序列/样本分组边界→持续低音；组值决定主音或属音,,False,0.9,normal,,52,,,,0.72,0.15,0.3,0.2239,0.0,0.5,0.2239,0.0,0.0,0.0,0.0,0.0,0.0
113,V4_horn_harmony,structural_harmony,111,384,112101600,METHYLATION_BETA,37.75,13.75,62,2,42,-0.42,french_horn,2,,,retained,结构/功能区块→圆号持续和声；接触度→音区张力,,False,0.9,normal,,37,,,,0.72,0.15,0.3,0.2239,0.0,0.5,0.2239,0.0,0.0,0.0,0.0,0.0,0.0
114,V5_viola_harmony,inner_harmony,111,384,112101600,METHYLATION_BETA,37.75,13.75,65,5,37,0.42,viola,5,,,retained,与圆号区块同步的中声部；理化特征控制三度色彩与音区,,False,0.9,normal,,90,,,,0.72,0.15,0.3,0.2239,0.0,0.5,0.2239,0.0,0.0,0.0,0.0,0.0,0.0
115,V6_harp_accents,structural_accent,111,384,112101600,METHYLATION_BETA,37.75,0.25,75,3,59,0.08,orchestral_harp,3,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,69,,,,0.72,0.15,0.3,0.2239,0.0,0.5,0.2239,0.0,0.0,0.0,0.0,0.0,0.0
116,V6_harp_accents,structural_accent,111,384,112101600,METHYLATION_BETA,38.0,0.25,79,7,54,0.26,orchestral_harp,7,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,80,,,,0.72,0.15,0.3,0.2239,0.0,0.5,0.2239,0.0,0.0,0.0,0.0,0.0,0.0
117,V6_harp_accents,structural_accent,111,384,112101600,METHYLATION_BETA,38.25,0.25,82,10,49,0.44,orchestral_harp,10,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,91,,,,0.72,0.15,0.3,0.2239,0.0,0.5,0.2239,0.0,0.0,0.0,0.0,0.0,0.0
118,V1_melody,foreground_melody,,392,131920338,METHYLATION_BETA,38.5,1.0,70,10,73,-0.12,viola,10,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.7591,0.0,0.5,0.7591,0.0,0.0,0.0,0.0,0.0,0.0
119,V2_counterpoint,derived_counterpoint,118,392,131920338,METHYLATION_BETA,39.0,1.25,67,7,61,0.25,violin,7,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.7591,0.0,0.5,0.7591,0.0,0.0,0.0,0.0,0.0,0.0
120,V1_melody,foreground_melody,,400,139706390,METHYLATION_BETA,39.5,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0297,0.0,0.5,0.0297,0.0,0.0,0.0,0.0,0.0,0.0
121,V1_melody,foreground_melody,,408,149515888,METHYLATION_BETA,40.0,1.0,67,7,69,-0.12,viola,7,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.5266,0.0,0.5,0.5266,0.0,0.0,0.0,0.0,0.0,0.0
122,V2_counterpoint,derived_counterpoint,121,408,149515888,METHYLATION_BETA,40.5,1.25,75,3,57,0.25,violin,3,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.5266,0.0,0.5,0.5266,0.0,0.0,0.0,0.0,0.0,0.0
123,V1_melody,foreground_melody,,416,158690451,METHYLATION_BETA,41.0,1.0,70,10,74,-0.12,viola,10,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.811,0.0,0.5,0.811,0.0,0.0,0.0,0.0,0.0,0.0
124,V1_melody,foreground_melody,,424,3021313,METHYLATION_BETA,42.0,1.25,60,0,77,-0.12,viola,0,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.975,0.0,0.5,0.975,0.0,0.0,0.0,0.0,0.0,0.0
125,V6_harp_accents,structural_accent,124,424,3021313,METHYLATION_BETA,42.0,0.25,72,0,72,0.08,orchestral_harp,0,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,69,,,,0.72,0.15,0.3,0.975,0.0,0.5,0.975,0.0,0.0,0.0,0.0,0.0,0.0
126,V6_harp_accents,structural_accent,124,424,3021313,METHYLATION_BETA,42.25,0.25,75,3,67,0.26,orchestral_harp,3,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,80,,,,0.72,0.15,0.3,0.975,0.0,0.5,0.975,0.0,0.0,0.0,0.0,0.0,0.0
127,V2_counterpoint,derived_counterpoint,124,424,3021313,METHYLATION_BETA,42.5,1.5,75,3,65,0.25,violin,3,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.975,0.0,0.5,0.975,0.0,0.0,0.0,0.0,0.0,0.0
128,V6_harp_accents,structural_accent,124,424,3021313,METHYLATION_BETA,42.5,0.25,79,7,62,0.44,orchestral_harp,7,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,91,,,,0.72,0.15,0.3,0.975,0.0,0.5,0.975,0.0,0.0,0.0,0.0,0.0,0.0
129,V1_melody,foreground_melody,,432,26195700,METHYLATION_BETA,43.25,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0001,0.0,0.5,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
130,V1_melody,foreground_melody,,440,31789613,METHYLATION_BETA,43.75,1.25,70,10,75,-0.12,viola,10,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.8522,0.0,0.5,0.8522,0.0,0.0,0.0,0.0,0.0,0.0
131,V2_counterpoint,derived_counterpoint,130,440,31789613,METHYLATION_BETA,44.25,1.5,67,7,63,0.25,violin,7,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.8522,0.0,0.5,0.8522,0.0,0.0,0.0,0.0,0.0,0.0
132,V1_melody,foreground_melody,,448,32816859,METHYLATION_BETA,45.0,1.25,70,10,75,-0.12,viola,10,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.8539,0.0,0.5,0.8539,0.0,0.0,0.0,0.0,0.0,0.0
133,V3_bass,structural_bass,132,448,32816859,METHYLATION_BETA,45.0,6.5,45,9,59,-0.18,cello,9,,,retained,序列/样本分组边界→持续低音；组值决定主音或属音,,False,0.9,normal,,52,,,,0.72,0.15,0.3,0.8539,0.0,0.5,0.8539,0.0,0.0,0.0,0.0,0.0,0.0
134,V1_melody,foreground_melody,,456,33149384,METHYLATION_BETA,46.25,0.75,65,5,65,-0.12,viola,5,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.315,0.0,0.5,0.315,0.0,0.0,0.0,0.0,0.0,0.0
135,V2_counterpoint,derived_counterpoint,134,456,33149384,METHYLATION_BETA,46.75,1.0,69,9,53,0.25,violin,9,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.315,0.0,0.5,0.315,0.0,0.0,0.0,0.0,0.0,0.0
136,V1_melody,foreground_melody,,464,35417518,METHYLATION_BETA,47.0,0.5,63,3,62,-0.12,viola,3,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.1172,0.0,0.5,0.1172,0.0,0.0,0.0,0.0,0.0,0.0
137,V1_melody,foreground_melody,,472,43152324,METHYLATION_BETA,47.5,1.0,70,10,74,-0.12,viola,10,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.8224,0.0,0.5,0.8224,0.0,0.0,0.0,0.0,0.0,0.0
138,V2_counterpoint,derived_counterpoint,137,472,43152324,METHYLATION_BETA,48.0,1.25,67,7,62,0.25,violin,7,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.8224,0.0,0.5,0.8224,0.0,0.0,0.0,0.0,0.0,0.0
139,V1_melody,foreground_melody,,480,94185987,METHYLATION_BETA,48.5,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0345,0.0,0.5,0.0345,0.0,0.0,0.0,0.0,0.0,0.0
140,V1_melody,foreground_melody,,488,133603412,METHYLATION_BETA,49.0,0.75,67,7,68,-0.12,viola,7,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.4777,0.0,0.5,0.4777,0.0,0.0,0.0,0.0,0.0,0.0
141,V2_counterpoint,derived_counterpoint,140,488,133603412,METHYLATION_BETA,49.5,1.0,75,3,56,0.25,violin,3,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.4777,0.0,0.5,0.4777,0.0,0.0,0.0,0.0,0.0,0.0
142,V1_melody,foreground_melody,,496,146098748,METHYLATION_BETA,49.75,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0074,0.0,0.5,0.0074,0.0,0.0,0.0,0.0,0.0,0.0
143,V1_melody,foreground_melody,,504,160247495,METHYLATION_BETA,50.25,1.25,60,0,77,-0.12,viola,0,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.9787,0.0,0.5,0.9787,0.0,0.0,0.0,0.0,0.0,0.0
144,V6_harp_accents,structural_accent,143,504,160247495,METHYLATION_BETA,50.25,0.25,72,0,72,0.08,orchestral_harp,0,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,69,,,,0.72,0.15,0.3,0.9787,0.0,0.5,0.9787,0.0,0.0,0.0,0.0,0.0,0.0
145,V6_harp_accents,structural_accent,143,504,160247495,METHYLATION_BETA,50.5,0.25,75,3,67,0.26,orchestral_harp,3,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,80,,,,0.72,0.15,0.3,0.9787,0.0,0.5,0.9787,0.0,0.0,0.0,0.0,0.0,0.0
146,V2_counterpoint,derived_counterpoint,143,504,160247495,METHYLATION_BETA,50.75,1.5,75,3,65,0.25,violin,3,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.9787,0.0,0.5,0.9787,0.0,0.0,0.0,0.0,0.0,0.0
147,V6_harp_accents,structural_accent,143,504,160247495,METHYLATION_BETA,50.75,0.25,79,7,62,0.44,orchestral_harp,7,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,91,,,,0.72,0.15,0.3,0.9787,0.0,0.5,0.9787,0.0,0.0,0.0,0.0,0.0,0.0
148,V1_melody,foreground_melody,,512,161043679,METHYLATION_BETA,51.5,1.25,60,0,77,-0.12,viola,0,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.986,0.0,0.5,0.986,0.0,0.0,0.0,0.0,0.0,0.0
149,V3_bass,structural_bass,148,512,161043679,METHYLATION_BETA,51.5,5.25,50,2,61,-0.18,cello,2,,,retained,序列/样本分组边界→持续低音；组值决定主音或属音,,False,0.9,normal,,52,,,,0.72,0.15,0.3,0.986,0.0,0.5,0.986,0.0,0.0,0.0,0.0,0.0,0.0
150,V4_horn_harmony,structural_harmony,148,512,161043679,METHYLATION_BETA,51.5,12.75,55,7,55,-0.42,french_horn,7,,,retained,结构/功能区块→圆号持续和声；接触度→音区张力,,False,0.9,normal,,37,,,,0.72,0.15,0.3,0.986,0.0,0.5,0.986,0.0,0.0,0.0,0.0,0.0,0.0
151,V5_viola_harmony,inner_harmony,148,512,161043679,METHYLATION_BETA,51.5,12.75,65,5,50,0.42,viola,5,,,retained,与圆号区块同步的中声部；理化特征控制三度色彩与音区,,False,0.9,normal,,90,,,,0.72,0.15,0.3,0.986,0.0,0.5,0.986,0.0,0.0,0.0,0.0,0.0,0.0
152,V6_harp_accents,structural_accent,148,512,161043679,METHYLATION_BETA,51.5,0.25,72,0,72,0.08,orchestral_harp,0,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,69,,,,0.72,0.15,0.3,0.986,0.0,0.5,0.986,0.0,0.0,0.0,0.0,0.0,0.0
153,V6_harp_accents,structural_accent,148,512,161043679,METHYLATION_BETA,51.75,0.25,75,3,67,0.26,orchestral_harp,3,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,80,,,,0.72,0.15,0.3,0.986,0.0,0.5,0.986,0.0,0.0,0.0,0.0,0.0,0.0
154,V6_harp_accents,structural_accent,148,512,161043679,METHYLATION_BETA,52.0,0.25,79,7,62,0.44,orchestral_harp,7,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,91,,,,0.72,0.15,0.3,0.986,0.0,0.5,0.986,0.0,0.0,0.0,0.0,0.0,0.0
155,V1_melody,foreground_melody,,520,8268743,METHYLATION_BETA,52.75,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0071,0.0,0.5,0.0071,0.0,0.0,0.0,0.0,0.0,0.0
156,V1_melody,foreground_melody,,528,19123703,METHYLATION_BETA,53.25,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.043,0.0,0.5,0.043,0.0,0.0,0.0,0.0,0.0,0.0
157,V2_counterpoint,derived_counterpoint,155,520,8268743,METHYLATION_BETA,53.25,0.75,70,10,48,0.25,violin,10,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.0071,0.0,0.5,0.0071,0.0,0.0,0.0,0.0,0.0,0.0
158,V1_melody,foreground_melody,,536,24290365,METHYLATION_BETA,53.75,0.75,67,7,67,-0.12,viola,7,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.4346,0.0,0.5,0.4346,0.0,0.0,0.0,0.0,0.0,0.0
159,V2_counterpoint,derived_counterpoint,158,536,24290365,METHYLATION_BETA,54.25,1.0,75,3,55,0.25,violin,3,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.4346,0.0,0.5,0.4346,0.0,0.0,0.0,0.0,0.0,0.0
160,V1_melody,foreground_melody,,544,27191447,METHYLATION_BETA,54.5,0.5,63,3,61,-0.12,viola,3,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0983,0.0,0.5,0.0983,0.0,0.0,0.0,0.0,0.0,0.0
161,V1_melody,foreground_melody,,552,45927819,METHYLATION_BETA,55.0,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0145,0.0,0.5,0.0145,0.0,0.0,0.0,0.0,0.0,0.0
162,V1_melody,foreground_melody,,560,55054514,METHYLATION_BETA,55.5,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0057,0.0,0.5,0.0057,0.0,0.0,0.0,0.0,0.0,0.0
163,V2_counterpoint,derived_counterpoint,161,552,45927819,METHYLATION_BETA,55.5,0.75,77,5,48,0.25,violin,5,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.0145,0.0,0.5,0.0145,0.0,0.0,0.0,0.0,0.0,0.0
164,V1_melody,foreground_melody,,568,80386554,METHYLATION_BETA,56.0,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0526,0.0,0.5,0.0526,0.0,0.0,0.0,0.0,0.0,0.0
