^SAMPLE = GSM484237
!Sample_title = small intestine_10003
!Sample_geo_accession = GSM484237
!Sample_status = Public on Dec 12 2009
!Sample_submission_date = Dec 11 2009
!Sample_last_update_date = Apr 13 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = small Intestine
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: small Intestine
!Sample_characteristics_ch1 = pathogenicity: normal
!Sample_characteristics_ch1 = gender: male
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = DNA from fresh frozen tissue was isolated with QIAamp DNA mini kit (Qiagen, Valencia, CA).
!Sample_label_ch1 = Cy3,Cy5
!Sample_label_protocol_ch1 = DNA was sodium bisulfite modified using the EZ DNA Methylation Kit (Zymo Research, Orange, CA).
!Sample_hyb_protocol = Illumina GoldenGate® methylation bead arrays interrogated 1505 CpG loci associated with 803 cancer-related genes processed at the UCSF Institute for Human Genetics, Genomics Core Facility as described in Bibikova et al. High-throughput DNA methylation profiling using universal bead arrays. Genome research 2006;16:383-93.
!Sample_hyb_protocol = Bisulfite-converted DNAs are biotinylated and hybridized to query oligos, and washed. The hybridized oligos are then extended and ligated to create amplifiable templates with methylation-specific primers. The PCR that follows uses fluorescently labeled universal PCR primers.
!Sample_scan_protocol = Arrays were imaged using a BeadArray Reader scanner (Bibikova et al. High-throughput DNA methylation profiling using universal bead arrays. Genome research 2006;16:383-93).
!Sample_description = DNA (bisulfite modified).
!Sample_description = 10003_Small Intestine
!Sample_data_processing = Illumina BeadStudio Methylation software (version 3.2.0) was used for dataset assembly. Fluorescent signals for methylated (Cy5) and unmethylated (Cy3) alleles give methylation level: (β) = (max(Cy5 , 0))/(|Cy3| + |Cy5| + 100) with ~30 replicate bead measurements per locus. Detection P-values determined poor performing samples (n=2) and CpG loci (n=8), which were removed from analysis. X chromosome loci were also removed, leaving 1413 CpG loci associated with 773 genes. Raw average beta values were used and not subjected to normalization as per manufacturer's recommendations.
!Sample_platform_id = GPL9183
!Sample_contact_name = Brock,Clarke,Christensen
!Sample_contact_email = brock.clarke.christensen@dartmouth.edu
!Sample_contact_institute = Dartmouth Medical School
!Sample_contact_address = 7650 Remsen
!Sample_contact_city = Hanover
!Sample_contact_state = NH
!Sample_contact_zip/postal_code = 03755
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE19434
!Sample_data_row_count = 1413
#ID_REF = 
#VALUE = raw average beta values (continuous and bounded by 0 & 1)
!sample_table_begin
ID_REF	VALUE
KLK11_P1290_F	0.93471
KRAS_E82_F	0.68453
KRAS_P651_F	0.06305
KRT1_P798_R	0.84324
KRT13_P341_R	0.94082
KRT13_P676_F	0.8465
KRT5_E196_R	0.95628
KRT5_P308_F	0.86014
LAMB1_E144_R	0.16967
LAMC1_E466_R	0.0216
LAMC1_P808_F	0.07088
LAT_E46_F	0.71693
LCK_E28_F	0.93038
LCN2_P141_R	0.88239
LCN2_P86_R	0.71214
LEFTY2_P561_F	0.44927
LEFTY2_P719_F	0.84938
LIF_E208_F	0.04227
LIF_P383_R	0.66131
LIG3_P622_R	0.72157
LIG4_P194_F	0.04181
LIMK1_P709_R	0.9126
LMO1_E265_R	0.07436
LMO1_P169_F	0.0287
LMO2_E148_F	0.86067
LMO2_P794_R	0.85501
LMTK2_P1034_F	0.65004
LOX_P313_R	0.08161
LOX_P71_F	0.05888
LRP2_E20_F	0.04664
LRRC32_E157_F	0.95722
LRRC32_P865_R	0.03732
LRRK1_P39_F	0.95174
LRRK1_P834_F	0.72191
LTA_E28_R	0.94064
LTA_P214_R	0.92362
LTB4R_E64_R	0.67152
LTB4R_P163_F	0.81434
LY6G6E_P45_R	0.82231
LYN_E353_F	0.22119
LYN_P241_F	0.08541
MAD2L1_E93_F	0.7631
MAF_E77_R	0.10828
MAF_P826_R	0.02745
MAGEL2_E166_R	0.92445
MAGEL2_P170_R	0.9145
MALT1_P406_R	0.14057
MAP2K6_E297_F	0.14265
MAP2K6_P297_R	0.14563
MAP3K1_E81_F	0.42364
MAP3K1_P7_F	0.47095
MAP3K8_P1036_F	0.76555
MAP3K9_E17_R	0.09683
MAPK10_E26_F	0.7577
MAPK12_E165_R	0.03075
MAPK12_P416_F	0.06221
MAPK14_P327_R	0.1793
MAPK4_E273_R	0.87733
MAPK9_P1175_F	0.93232
MAS1_P469_R	0.94068
MAS1_P657_R	0.94453
MATK_P190_R	0.44258
MATK_P64_F	0.02352
MBD2_P233_F	0.73585
MC2R_E455_F	0.95104
MC2R_P1025_F	0.56587
MCAM_P169_R	0.05801
MCAM_P265_R	0.23252
MCC_E23_R	0.06093
MCC_P196_R	0.02166
MCM2_P241_R	0.06675
MCM2_P260_F	0.41723
MCM6_E136_F	0.11749
MDR1_seq_42_S300_R	0.05419
MDS1_E45_F	0.09105
MEG3_E91_F	0.56688
MEG3_P235_F	0.87751
MEST_E150_F	0.38022
MEST_P4_F	0.76248
MEST_P62_R	0.57174
MET_E333_F	0.5293
MFAP4_P10_R	0.32359
MFAP4_P197_F	0.3993
MGMT_P272_R	0.12205
MGMT_P281_F	0.05145
MKRN3_E144_F	0.94394
MKRN3_P108_F	0.89823
MLF1_E243_F	0.29309
MLF1_P97_F	0.25096
MLH1_P381_F	0.05311
MLH3_E72_F	0.02835
MLH3_P25_F	0.17555
MLLT3_E93_R	0.02843
MLLT4_P1400_F	0.05181
MLLT6_P957_F	0.0746
MME_E29_F	0.11491
MME_P388_F	0.11187
MMP1_P397_R	0.97196
MMP1_P460_F	0.97285
MMP10_E136_R	0.68212
MMP14_P13_F	0.22931
MMP14_P208_R	0.25818
MMP19_E274_R	0.901
MMP19_P306_F	0.86146
MMP2_E21_R	0.06898
MMP2_P197_F	0.05241
MMP2_P303_R	0.03957
MMP3_P16_R	0.93453
MMP3_P55_F	0.88008
MMP7_E59_F	0.2486
MMP7_P613_F	0.86832
MMP8_E89_R	0.71849
MMP9_E88_R	0.88947
MMP9_P189_F	0.65719
MMP9_P237_R	0.04922
MOS_E60_R	0.13362
MOS_P27_R	0.0536
MOS_P746_F	0.77263
MPL_P62_F	0.8553
MPL_P657_F	0.74874
MPO_E302_R	0.8875
MPO_P883_R	0.12691
MSH2_P1008_F	0.71259
MSH3_E3_F	0.91621
MSH3_P13_R	0.75111
MST1R_E42_R	0.61793
MST1R_P392_F	0.10881
MST1R_P87_R	0.58271
MT1A_E13_R	0.1989
MT1A_P49_R	0.02681
MT1A_P600_F	0.40314
MTA1_P478_F	0.19444
MUC1_E18_R	0.75873
MUC1_P191_F	0.24311
MUSK_P308_F	0.86817
MXI1_P1269_F	0.76383
MXI1_P75_R	0.13311
MYB_P673_R	0.11378
MYBL2_P211_F	0.0405
MYBL2_P354_F	0.19031
MYCL1_P502_R	0.08455
MYCN_E77_R	0.0703
MYCN_P464_R	0.03237
MYH11_P22_F	0.06612
MYH11_P236_R	0.03943
MYLK_E132_R	0.37265
MYLK_P469_R	0.21319
MYOD1_E156_F	0.06398
MYOD1_P50_F	0.18595
NAT2_P11_F	0.81103
NBL1_E205_R	0.8659
NBL1_P24_F	0.8048
NCL_P1102_F	0.93391
NCL_P840_R	0.05838
NDN_E131_R	0.78357
NDN_P1110_F	0.94301
NEFL_E23_R	0.29577
NEFL_P209_R	0.11952
NEO1_P1067_F	0.10014
NES_P239_R	0.20406
NEU1_P745_F	0.03767
NFKB1_P336_R	0.0486
NFKB1_P496_F	0.21233
NFKB2_P709_R	0.09119
NGFB_E353_F	0.12266
NGFB_P13_F	0.26496
NGFR_E328_F	0.11334
NGFR_P355_F	0.32765
NID1_P677_F	0.95295
NID1_P714_R	0.95292
NKX3-1_P146_F	0.07437
NKX3-1_P871_R	0.95329
NNAT_P544_R	0.9007
NOS2A_E117_R	0.9266
NOS2A_P288_R	0.84794
NOS3_P38_F	0.9118
NOTCH1_E452_R	0.03219
NOTCH1_P1198_F	0.06913
NOTCH2_P312_R	0.0224
NOTCH3_E403_F	0.05058
NOTCH3_P198_R	0.55494
NOTCH4_E4_F	0.37161
NOTCH4_P938_F	0.8643
NPR2_P1093_F	0.85229
NPR2_P618_F	0.13939
NPY_E31_R	0.43149
NPY_P295_F	0.07372
NPY_P91_F	0.0593
NQO1_E74_R	0.03663
NQO1_P345_R	0.0226
NR2F6_E375_R	0.09402
NRAS_P103_R	0.03914
NRAS_P12_R	0.03285
NRG1_E74_F	0.03608
NRG1_P558_R	0.05074
NTRK1_E74_F	0.93159
NTRK2_P10_F	0.0421
NTRK2_P395_R	0.03382
NTRK3_E131_F	0.02354
NTRK3_P636_R	0.04047
NTRK3_P752_F	0.05459
NTSR1_E109_F	0.06804
NTSR1_P318_F	0.05396
OAT_P465_F	0.31828
ODC1_P424_F	0.02298
OGG1_E400_F	0.37543
ONECUT2_E96_F	0.07743
ONECUT2_P315_R	0.04012
OPCML_E219_R	0.06624
OPCML_P71_F	0.26362
OSM_P188_F	0.81029
OSM_P34_F	0.72197
p16_seq_47_S188_R	0.03001
p16_seq_47_S85_F	0.77278
P2RX7_E323_R	0.11999
P2RX7_P119_R	0.06268
P2RX7_P597_F	0.95232
PADI4_E24_F	0.83892
PADI4_P1011_R	0.77675
PADI4_P1158_R	0.76577
PALM2-AKAP2_P183_R	0.07114
PALM2-AKAP2_P420_R	0.08865
PARP1_P610_R	0.789
PAX6_E129_F	0.10665
PAX6_P1121_F	0.06651
PAX6_P50_R	0.03996
PCDH1_E22_F	0.05001
PCDH1_P264_F	0.06288
PCGF4_P760_R	0.17278
PCGF4_P92_R	0.13317
PDE1B_E141_F	0.14318
PDE1B_P263_R	0.06949
PDGFA_P78_F	0.22189
PDGFA_P841_R	0.04239
PDGFB_E25_R	0.28517
PDGFB_P719_F	0.811
PDGFRA_E125_F	0.30098
PDGFRA_P1429_F	0.02577
PDGFRB_E195_R	0.11235
PDGFRB_P273_F	0.51759
PDGFRB_P343_F	0.01846
PECAM1_E32_R	0.59497
PECAM1_P135_F	0.64517
PEG10_P978_R	0.11403
PEG3_E496_F	0.4991
PENK_E26_F	0.19152
PENK_P447_R	0.03391
PGF_E33_F	0.04534
PGF_P320_F	0.16816
PGR_E183_R	0.90956
PGR_P456_R	0.92697
PGR_P790_F	0.79636
PHLDA2_E159_R	0.12379
PHLDA2_P622_F	0.33031
PI3_E107_F	0.88506
PI3_P1394_R	0.81466
PI3_P274_R	0.93966
PIK3R1_P307_F	0.92474
PITX2_E24_R	0.29876
PITX2_P183_R	0.20288
PKD2_P287_R	0.06666
PKD2_P336_R	0.07592
PLA2G2A_E268_F	0.88232
PLA2G2A_P528_F	0.84575
PLAGL1_E68_R	0.80693
PLAGL1_P236_R	0.75633
PLAGL1_P334_F	0.80882
PLAT_E158_F	0.51291
PLAT_P80_F	0.12862
PLAU_P11_F	0.11755
PLAU_P176_R	0.13168
PLAUR_E123_F	0.09119
PLAUR_P82_F	0.02223
PLG_E406_F	0.94751
PLG_P370_F	0.91599
PLSCR3_P751_R	0.27078
PLXDC1_E71_F	0.10968
PLXDC1_P236_F	0.04104
PLXDC2_E337_F	0.0642
PLXDC2_P914_R	0.11073
PMP22_P1254_F	0.94354
PMP22_P975_F	0.93456
PODXL_P1341_R	0.0629
POMC_E254_F	0.06702
POMC_P400_R	0.26811
POMC_P53_F	0.03657
PPARD_P846_F	0.13443
PPARG_E178_R	0.0471
PPARG_P693_F	0.72225
PPAT_E170_R	0.46587
PPP2R1B_P268_R	0.06013
PRDM2_P1340_R	0.92845
PRKAR1A_P337_R	0.05656
PRKCDBP_E206_F	0.0382
PRKCDBP_P352_R	0.12935
PROK2_E0_F	0.04317
PROK2_P390_F	0.03554
PROM1_P44_R	0.93745
PRSS1_E45_R	0.88423
PRSS1_P1249_R	0.80606
PRSS8_E134_R	0.92112
PSCA_E359_F	0.5483
PSCA_P135_F	0.81544
PSIP1_P163_R	0.071
PTCH_E42_F	0.04348
PTCH2_E173_F	0.7018
PTCH2_P37_F	0.06656
PTCH2_P568_R	0.41021
PTEN_P438_F	0.02949
PTGS1_E80_F	0.17406
PTGS1_P2_F	0.05374
PTGS2_P308_F	0.05038
PTGS2_P524_R	0.07262
PTHLH_E251_F	0.65319
PTHLH_P15_R	0.87868
PTHLH_P757_F	0.84307
PTHR1_E36_R	0.94447
PTHR1_P170_R	0.94395
PTHR1_P258_F	0.83929
PTK2_P735_R	0.03765
PTK2B_P673_R	0.03339
PTK6_E50_F	0.67753
PTK7_E317_F	0.79439
PTPN6_E171_R	0.41246
PTPN6_P282_R	0.8826
PTPNS1_E433_R	0.03214
PTPNS1_P301_R	0.04031
PTPRF_E178_R	0.17864
PTPRG_E40_R	0.08746
PTPRG_P476_F	0.02964
PTPRH_E173_F	0.70454
PTPRH_P255_F	0.92273
PTPRO_E56_F	0.03014
PTPRO_P371_F	0.2442
PURA_P928_R	0.0545
PWCR1_E81_R	0.9758
PWCR1_P357_F	0.8875
PWCR1_P811_F	0.92382
PXN_P308_F	0.07382
PYCARD_E87_F	0.03451
PYCARD_P150_F	0.36075
PYCARD_P393_F	0.15004
RAB32_E314_R	0.06436
RAB32_P493_R	0.14611
RAD50_P191_F	0.73519
RAD54B_P227_F	0.11562
RAF1_P330_F	0.12856
RAN_P581_R	0.70224
RAP1A_P285_R	0.35391
RARA_E128_R	0.10617
RARA_P1076_R	0.33712
RARA_P176_R	0.29399
RARB_E114_F	0.03715
RARB_P60_F	0.22359
RARRES1_E235_F	0.06742
RARRES1_P426_R	0.61637
RARRES1_P57_R	0.85375
RASA1_E107_F	0.02583
RASGRF1_E16_F	0.02285
RASGRF1_P768_F	0.03171
RASSF1_E116_F	0.03181
RASSF1_P244_F	0.02963
RBL2_P250_R	0.05429
RBP1_E158_F	0.0183
RBP1_P150_F	0.03537
RBP1_P426_R	0.14857
RET_P717_F	0.03864
RET_seq_53_S374_F	0.12076
RET_seq_54_S260_F	0.03898
RHOC_P536_F	0.05856
RHOH_P121_F	0.73096
RHOH_P953_R	0.94732
RIPK1_P744_R	0.93727
RIPK1_P868_F	0.94079
RIPK2_E123_F	0.05946
RIPK3_P124_F	0.52823
RIPK3_P24_F	0.4286
RIPK4_E166_F	0.09065
RIPK4_P172_F	0.14904
ROR1_P6_F	0.03964
ROR2_E112_F	0.13417
ROR2_P317_R	0.05525
RRAS_P100_R	0.03285
RUNX1T1_E145_R	0.57711
RUNX1T1_P103_F	0.35278
RUNX3_E27_R	0.95061
RUNX3_P247_F	0.91585
RUNX3_P393_R	0.92418
RYK_P493_F	0.04929
S100A12_P1221_R	0.84651
S100A2_E36_R	0.60457
S100A2_P1186_F	0.87385
S100A4_E315_F	0.34797
S100A4_P194_R	0.73349
S100A4_P887_R	0.8975
SCGB3A1_E55_R	0.05599
SEMA3A_P343_F	0.10155
SEMA3A_P658_R	0.40953
SEMA3B_E96_F	0.14742
SEMA3B_P110_R	0.28382
SEMA3C_E49_R	0.07395
SEMA3C_P642_F	0.41372
SEMA3F_E333_R	0.15569
SEMA3F_P692_R	0.02421
SEPT5_P441_F	0.18271
SEPT5_P464_R	0.46311
SEPT9_P374_F	0.1123
SEPT9_P58_R	0.64516
SERPINA5_E69_F	0.8279
SERPINA5_P156_F	0.50384
SERPINB2_P939_F	0.95993
SERPINB5_P19_R	0.94331
SERPINE1_E189_R	0.25497
SERPINE1_P519_F	0.20833
SEZ6L_P249_F	0.02927
SEZ6L_P299_F	0.03691
SFN_E118_F	0.92953
SFN_P248_F	0.1717
SFRP1_E398_R	0.02465
SFRP1_P157_F	0.12148
SFTPA1_E340_R	0.97323
SFTPA1_P421_F	0.91311
SFTPB_P689_R	0.82328
SFTPC_E13_F	0.8307
SFTPD_E169_F	0.93187
SGCE_E149_F	0.08967
SGCE_P250_R	0.89578
SH3BP2_E18_F	0.31883
SH3BP2_P771_R	0.25742
SHB_P473_R	0.0228
SHB_P691_R	0.25753
SHH_E328_F	0.22986
SHH_P104_R	0.07359
SIN3B_P514_R	0.90879
SIN3B_P607_F	0.90275
SKI_E465_R	0.05004
SLC14A1_E295_F	0.90427
SLC14A1_P369_R	0.77182
SLC22A18_P216_R	0.58683
SLC22A18_P472_R	0.86353
SLC22A2_E271_R	0.96827
SLC22A2_P109_F	0.82992
SLC22A3_E122_R	0.12283
SLC22A3_P528_F	0.35051
SLC22A3_P634_F	0.69118
SLC5A5_E60_F	0.4918
SLC5A8_E60_R	0.31202
SLC5A8_P38_R	0.147
SLIT2_E111_R	0.33186
SLIT2_P208_F	0.05128
SMAD2_P708_R	0.03643
SMAD2_P848_R	0.26039
SMAD4_P474_R	0.03252
SMARCA3_E20_F	0.05585
SMARCA3_P109_R	0.04962
SMARCA3_P17_R	0.22784
SMARCA4_P362_R	0.03069
SMARCB1_P220_R	0.48406
SMO_E57_F	0.04508
SMO_P455_R	0.03905
SNCG_E119_F	0.53328
SNCG_P53_F	0.60486
SNCG_P98_R	0.65626
SNRPN_E14_F	0.86081
SNRPN_P230_R	0.947
SNRPN_seq_12_S127_F	0.76742
SNRPN_seq_18_S99_F	0.77374
SNURF_E256_R	0.85467
SNURF_P2_R	0.57878
SNURF_P78_F	0.84503
SOD3_P225_F	0.92428
SOD3_P460_R	0.84037
SOX1_P1018_R	0.02662
SOX1_P294_F	0.07256
SOX17_P287_R	0.30388
SOX17_P303_F	0.11763
SOX2_P546_F	0.05426
SPARC_E50_R	0.14589
SPARC_P195_F	0.22437
SPDEF_E116_R	0.63102
SPDEF_P6_R	0.6727
SPI1_E205_F	0.50182
SPI1_P48_F	0.84404
SPI1_P929_F	0.87702
SPP1_E140_R	0.46856
SPP1_P647_F	0.8168
SRC_E100_R	0.87225
SRC_P164_F	0.93568
SRC_P297_F	0.96719
ST6GAL1_P164_R	0.13521
ST6GAL1_P528_F	0.072
STAT5A_E42_F	0.17824
STAT5A_P704_R	0.45815
STK11_P295_R	0.36691
SYK_E372_F	0.04409
SYK_P584_F	0.6495
TAL1_E122_F	0.04293
TAL1_P594_F	0.08696
TAL1_P817_F	0.49477
TBX1_P520_F	0.81215
TBX1_P885_R	0.07193
TCF4_P175_R	0.11451
TCF4_P317_F	0.05892
TCF7L2_E411_F	0.02807
TCF7L2_P193_R	0.02718
TDG_E129_F	0.83283
TDGF1_E53_R	0.81909
TDGF1_P428_R	0.57663
TEK_E75_F	0.64095
TEK_P479_R	0.86943
TEK_P526_F	0.74547
TERT_E20_F	0.03808
TERT_P360_R	0.12891
TES_E172_F	0.18987
TES_P182_F	0.24667
TESK2_P252_R	0.02531
TFAP2C_E260_F	0.01864
TFAP2C_P765_F	0.07425
TFDP1_P543_R	0.86431
TFF1_P180_R	0.88324
TFF2_P178_F	0.88578
TFF2_P557_R	0.96254
TFPI2_E141_F	0.05237
TFPI2_P152_R	0.10969
TFPI2_P9_F	0.04526
TFRC_P414_R	0.06998
TGFA_P558_F	0.05164
TGFA_P642_R	0.07329
TGFB1_P833_R	0.95159
TGFB2_E226_R	0.1368
TGFB2_P632_F	0.05319
TGFB3_E58_R	0.84486
TGFBI_P173_F	0.24751
TGFBI_P31_R	0.1119
TGFBR3_E188_R	0.04637
TGFBR3_P429_F	0.04639
THBS1_E207_R	0.02725
THBS1_P500_F	0.08367
THBS2_E129_F	0.03367
THBS2_P605_R	0.28739
THPO_E483_F	0.92236
THPO_P585_R	0.92561
THY1_P149_R	0.1059
THY1_P20_R	0.42194
TIAM1_P117_F	0.09533
TIAM1_P188_R	0.05742
TIE1_E66_R	0.63128
TIMP2_E394_R	0.03413
TIMP2_P267_F	0.22955
TIMP3_P1114_R	0.95969
TIMP3_P690_R	0.9596
TIMP3_seq_7_S38_F	0.05272
TJP1_P326_R	0.06122
TJP1_P390_F	0.02818
TJP2_P330_R	0.08298
TJP2_P518_F	0.20844
TK1_E47_F	0.28574
TK1_P62_R	0.0282
TM7SF3_P1068_R	0.84778
TMEFF1_E180_R	0.0322
TMEFF1_P234_F	0.07413
TMEFF1_P626_R	0.60664
TMEFF2_E94_R	0.09647
TMEFF2_P152_R	0.11902
TMEFF2_P210_R	0.07626
TMEM63A_E63_F	0.03724
TMPRSS4_E83_F	0.94682
TMPRSS4_P552_F	0.90966
TNC_P198_F	0.2393
TNC_P57_F	0.0508
TNF_P1084_F	0.96114
TNF_P158_F	0.15879
TNFRSF10A_P171_F	0.1581
TNFRSF10A_P91_F	0.21294
TNFRSF10B_E198_R	0.16535
TNFRSF10B_P108_R	0.08709
TNFRSF10C_E109_F	0.05233
TNFRSF10C_P612_R	0.95459
TNFRSF10C_P7_F	0.10074
TNFRSF10D_E27_F	0.05251
TNFRSF10D_P70_F	0.13256
TNFRSF1A_P678_F	0.84021
TNFRSF1B_E5_F	0.09853
TNFRSF1B_P167_F	0.04527
TNFSF10_E53_F	0.11179
TNFSF10_P2_R	0.25734
TNFSF8_E258_R	0.8479
TNFSF8_P184_F	0.58165
TNK1_P221_F	0.26615
TNK1_P41_R	0.04332
TP73_E155_F	0.04369
TP73_P496_F	0.07968
TP73_P945_F	0.10151
TPEF_seq_44_S36_F	0.04551
TPEF_seq_44_S88_R	0.05371
TRAF4_P372_F	0.45787
TRIM29_E189_F	0.90033
TRIM29_P135_F	0.92259
TRIM29_P261_F	0.93345
TRIP6_E33_F	0.16179
TRIP6_P1090_F	0.74173
TRIP6_P1274_R	0.60179
TRPM5_E87_F	0.9292
TRPM5_P721_F	0.79155
TRPM5_P979_F	0.90151
TSC2_E140_F	0.30146
TSG101_P139_R	0.08972
TSG101_P257_R	0.21914
TSP50_E21_R	0.64404
TSP50_P137_F	0.1292
TUBB3_E91_F	0.29555
TUBB3_P364_F	0.02631
TUBB3_P721_R	0.23671
TUSC3_E29_R	0.06658
TUSC3_P85_R	0.10377
TWIST1_E117_R	0.06498
TWIST1_P355_R	0.0952
TWIST1_P44_R	0.05411
TYK2_P494_F	0.2699
TYRO3_P366_F	0.15272
TYRO3_P501_F	0.02509
UBA52_P293_R	0.04412
UGT1A1_E11_F	0.97219
UGT1A1_P315_R	0.91035
UGT1A1_P564_R	0.93667
UGT1A7_P751_R	0.97155
UNG_P170_F	0.10468
USP29_E274_F	0.94838
USP29_P205_R	0.86213
USP29_P282_R	0.93283
VAMP8_E7_F	0.77674
VAMP8_P114_F	0.55713
VAMP8_P241_F	0.72894
VAV1_E9_F	0.70921
VAV1_P317_F	0.77729
VAV2_E58_F	0.06569
VAV2_P1182_F	0.04162
VEGFB_P658_F	0.06068
VIM_P343_R	0.04362
VIM_P811_R	0.03051
WEE1_P924_R	0.9475
WNT1_E157_F	0.059
WNT1_P79_R	0.23695
WNT10B_P823_R	0.74189
WNT10B_P993_F	0.20677
WNT2_P217_F	0.10868
WNT2B_P1185_R	0.14626
WNT2B_P1195_F	0.03721
WNT5A_E43_F	0.07104
WNT5A_P655_F	0.02546
WNT8B_E487_F	0.89675
WNT8B_P216_R	0.95352
WRN_E57_F	0.10152
WRN_P969_F	0.92922
WT1_E32_F	0.03239
WT1_P853_F	0.07862
XPC_P226_R	0.86245
XRCC1_P681_R	0.92969
XRCC2_P1077_F	0.96429
YES1_P216_F	0.05827
YES1_P600_F	0.04365
ZAP70_P220_R	0.82146
ZIM2_E110_F	0.62336
ZIM2_P22_F	0.6758
ZIM3_E203_F	0.96617
ZIM3_P451_R	0.96123
ZIM3_P718_R	0.95912
ZMYND10_E77_R	0.11924
ZMYND10_P329_F	0.1403
ZNF215_P129_R	0.11687
ZNF215_P71_R	0.30337
ZNF264_E48_R	0.07705
ZNF264_P397_F	0.42961
ZNFN1A1_E102_F	0.84072
ZNFN1A1_P179_F	0.97032
ZP3_E90_F	0.04579
ZP3_P220_F	0.86723
!sample_table_end
